City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
165,smithers,54.7804,-127.1743,-3.82,63,0,1.03,CA,1706942742
166,phulbani,20.4667,84.2333,28.64,29,6,2.99,IN,1706942742
167,haiku-pauwela,20.9219,-156.3051,21.25,82,100,8.75,US,1706942742
168,kirensk,57.7853,108.1119,-20.02,91,16,0.45,RU,1706942743
169,maiyama,12.0841,4.3677,19.1,20,2,5.82,NG,1706942743
170,forster,-32.1667,152.5167,25.16,69,51,5.94,AU,1706942588
171,zalingei,12.9096,23.4741,20.83,19,2,1.12,SD,1706942743
172,tralee,52.2704,-9.7026,11.04,99,100,1.91,IE,1706942743
173,alausi,-2.2,-78.8333,11.0,96,100,0.68,EC,1706942744
174,isafjordur,66.0755,-23.124,-5.02,65,70,6.58,IS,1706942744
175,khuzdar,27.7384,66.6434,11.49,96,100,2.19,PK,1706942744
176,maasin,10.1336,124.8447,27.87,77,62,3.98,PH,1706942744
177,al jumum,21.6169,39.6981,20.47,28,33,3.63,SA,1706942745
178,valparaiso,-33.0393,-71.6273,21.67,58,8,7.29,CL,1706942518
179,takoradi,4.8845,-1.7554,26.14,89,19,0.23,GH,1706942745
180,alesund,62.4723,6.1549,4.95,87,75,11.83,NO,1706942745
181,st. john's,47.5649,-52.7093,-1.73,86,100,4.02,CA,1706942533
182,hamilton,39.1834,-84.5333,0.47,88,0,6.17,US,1706942670
183,dizangue,3.7667,9.9833,26.64,82,59,1.07,CM,1706942746
184,rongelap,11.1635,166.8941,26.58,86,29,9.75,MH,1706942746
185,cannonvale,-20.2833,148.7,29.66,62,100,5.52,AU,1706942746
186,shibirghan,36.6676,65.7529,9.36,54,92,11.56,AF,1706942746
187,tchintabaraden,15.8969,5.7985,14.65,21,90,6.04,NE,1706942746
188,banjarmasin,-3.3244,114.591,30.08,93,100,1.03,ID,1706942634
189,petropavlovsk-kamchatsky,53.0452,158.6483,-13.67,43,20,4.0,RU,1706942469
190,olyokminsk,60.3736,120.4264,-21.12,95,87,1.39,RU,1706942747
191,qamdo,31.1667,97.2333,-4.01,21,99,9.38,CN,1706942747
192,nouadhibou,20.931,-17.0347,18.99,39,0,7.2,MR,1706942747
193,antonio enes,-16.2325,39.9086,29.45,66,10,3.95,MZ,1706942748
194,grand gaube,-20.0064,57.6608,29.1,64,11,4.02,MU,1706942748
195,sretensk,52.2453,117.7093,-19.94,86,22,1.41,RU,1706942748
196,olonkinbyen,70.9221,-8.7187,-5.67,70,100,10.25,SJ,1706942748
197,palmer,42.1584,-72.3287,0.78,70,100,5.66,US,1706942748
198,dabou,5.3256,-4.3769,25.6,91,57,0.98,CI,1706942749
199,saldanha,-33.0117,17.9442,23.03,67,100,2.44,ZA,1706942749
200,tarakan,3.3,117.6333,31.72,70,40,2.06,ID,1706942749
201,la ronge,55.1001,-105.2842,-1.86,93,0,3.09,CA,1706942749
202,kudymkar,59.0173,54.656,-9.59,95,100,4.2,RU,1706942750
203,queenstown,-31.8976,26.8753,28.06,35,100,4.74,ZA,1706942750
204,cooper's town,26.8667,-77.5167,20.66,63,12,3.88,BS,1706942750
205,saint-philippe,-21.3585,55.7679,27.77,74,54,5.81,RE,1706942750
206,nova sintra,14.8667,-24.7167,21.16,70,39,3.93,CV,1706942750
207,bubaque,11.2833,-15.8333,25.82,58,1,5.57,GW,1706942751
208,prince rupert,54.3161,-130.3201,1.83,93,0,3.09,CA,1706942466
209,puerto aysen,-45.4,-72.7,6.99,99,27,2.14,CL,1706942751
210,alofi,-19.0595,-169.9187,27.94,83,100,1.54,NU,1706942751
211,san patricio,28.017,-97.5169,20.47,93,100,5.93,US,1706942751
212,port elizabeth,-33.918,25.5701,26.29,79,45,1.03,ZA,1706942752
213,hadibu,12.65,54.0333,26.58,67,19,3.1,YE,1706942752
214,acarau,-2.8856,-40.12,26.65,83,100,5.52,BR,1706942752
215,debark',13.1561,37.8981,11.81,56,100,1.03,ET,1706942752
216,al bahah,20.0129,41.4677,13.68,69,23,4.91,SA,1706942752
